dq_id,load_id,source_name,source_table,source_record_id,business_key,rule_id,field_name,severity,action,original_value,clean_value,details,detected_at
2999,3,Claim.csv,raw.claim_csv,80,D00079,FMT_CATEGORY_CASE,claim_status,info,normalized,Denied ,denied,,2026-09-25 00:16:29.692367+00:00
3000,3,Claim.csv,raw.claim_csv,170,H00169,FMT_DATE,service_date,info,normalized,17/02/2026,2026-02-17,,2026-09-25 00:16:29.692367+00:00
3001,3,Claim.csv,raw.claim_csv,174,D00173,FMT_DATE,service_date,info,normalized,21/02/2026,2026-02-21,,2026-09-25 00:16:29.692367+00:00
3002,3,Claim.csv,raw.claim_csv,177,H00176,FMT_PROVINCE,region,info,normalized,man.,MB,,2026-09-25 00:16:29.692367+00:00
3003,3,Claim.csv,raw.claim_csv,177,H00176,TYPE_AMOUNT_TEXT,claim_amount,info,normalized,$59.62,59.62,,2026-09-25 00:16:29.692367+00:00
3004,3,Claim.csv,raw.claim_csv,179,H00178,FMT_PROVINCE,region,info,normalized,saskatchewan,SK,,2026-09-25 00:16:29.692367+00:00
3005,3,Claim.csv,raw.claim_csv,179,H00178,TYPE_AMOUNT_TEXT,claim_amount,info,normalized,$49.17,49.17,,2026-09-25 00:16:29.692367+00:00
3006,3,Claim.csv,raw.claim_csv,213,D00002,FMT_CATEGORY_CASE,claim_type,info,normalized,Preventive ,preventive,,2026-09-25 00:16:29.692367+00:00
3007,3,Claim.csv,raw.claim_csv,217,D00006,FMT_CATEGORY_CASE,claim_type,info,normalized,Major ,major,,2026-09-25 00:16:29.692367+00:00
3008,3,Claim.csv,raw.claim_csv,217,D00006,FMT_DATE,service_date,info,normalized,18/11/2023,2023-11-18,,2026-09-25 00:16:29.692367+00:00
3009,3,Claim.csv,raw.claim_csv,218,T00007,FMT_ID,claim_id,info,normalized,t00007 ,T00007,,2026-09-25 00:16:29.692367+00:00
3010,3,Claim.csv,raw.claim_csv,219,D00008,FMT_ID,claim_id,info,normalized,d00008 ,D00008,,2026-09-25 00:16:29.692367+00:00
3011,3,Claim.csv,raw.claim_csv,220,H00009,FMT_ID,claim_id,info,normalized,h00009 ,H00009,,2026-09-25 00:16:29.692367+00:00
3012,3,Claim.csv,raw.claim_csv,221,D00010,FMT_ID,claim_id,info,normalized,d00010 ,D00010,,2026-09-25 00:16:29.692367+00:00
3013,3,Claim.csv,raw.claim_csv,221,D00010,FMT_DATE,service_date,info,normalized,14/01/2024,2024-01-14,,2026-09-25 00:16:29.692367+00:00
3014,3,Claim.csv,raw.claim_csv,212,H00001,DUP_EXACT,claim_id,warning,deduplicated,,,{'normalized_claim_id': 'H00001'},2026-09-25 00:16:29.692367+00:00
3015,3,Claim.csv,raw.claim_csv,213,D00002,DUP_EXACT,claim_id,warning,deduplicated,,,{'normalized_claim_id': 'D00002'},2026-09-25 00:16:29.692367+00:00
3016,3,Claim.csv,raw.claim_csv,214,H00003,DUP_EXACT,claim_id,warning,deduplicated,,,{'normalized_claim_id': 'H00003'},2026-09-25 00:16:29.692367+00:00
3017,3,Claim.csv,raw.claim_csv,215,H00004,DUP_EXACT,claim_id,warning,deduplicated,,,{'normalized_claim_id': 'H00004'},2026-09-25 00:16:29.692367+00:00
3018,3,Claim.csv,raw.claim_csv,216,H00005,DUP_EXACT,claim_id,warning,deduplicated,,,{'normalized_claim_id': 'H00005'},2026-09-25 00:16:29.692367+00:00
3019,3,Claim.csv,raw.claim_csv,217,D00006,DUP_EXACT,claim_id,warning,deduplicated,,,{'normalized_claim_id': 'D00006'},2026-09-25 00:16:29.692367+00:00
3020,3,Claim.csv,raw.claim_csv,218,T00007,DUP_NEAR_KEY,claim_id,warning,deduplicated,,,{'normalized_claim_id': 'T00007'},2026-09-25 00:16:29.692367+00:00
3021,3,Claim.csv,raw.claim_csv,219,D00008,DUP_NEAR_KEY,claim_id,warning,deduplicated,,,{'normalized_claim_id': 'D00008'},2026-09-25 00:16:29.692367+00:00
3022,3,Claim.csv,raw.claim_csv,220,H00009,DUP_NEAR_KEY,claim_id,warning,deduplicated,,,{'normalized_claim_id': 'H00009'},2026-09-25 00:16:29.692367+00:00
3023,3,Claim.csv,raw.claim_csv,221,D00010,DUP_NEAR_KEY,claim_id,warning,deduplicated,,,{'normalized_claim_id': 'D00010'},2026-09-25 00:16:29.692367+00:00
3024,3,Claim_Payment.csv,raw.claim_payment_csv,18,PAY00018,FMT_DATE,processing_start_date,info,normalized,20240321,2024-03-21,,2026-09-25 00:16:29.692367+00:00
3025,3,Claim_Payment.csv,raw.claim_payment_csv,19,PAY00019,FMT_CATEGORY_CASE,decision_outcome,info,normalized,Partially Approved,partially_approved,,2026-09-25 00:16:29.692367+00:00
3026,3,Claim_Payment.csv,raw.claim_payment_csv,30,PAY00030,FMT_DATE,processing_start_date,info,normalized,20240725,2024-07-25,,2026-09-25 00:16:29.692367+00:00
3027,3,Claim_Payment.csv,raw.claim_payment_csv,30,PAY00030,FMT_CATEGORY_CASE,decision_outcome,info,normalized,Denied ,denied,,2026-09-25 00:16:29.692367+00:00
3028,3,Claim_Payment.csv,raw.claim_payment_csv,30,PAY00030,TYPE_AMOUNT_TEXT,payment_amount,info,normalized,$0.00,0.00,,2026-09-25 00:16:29.692367+00:00
3029,3,Claim_Payment.csv,raw.claim_payment_csv,71,PAY00071,FMT_CATEGORY_CASE,decision_outcome,info,normalized,Approved ,approved,,2026-09-25 00:16:29.692367+00:00
3030,3,Claim_Payment.csv,raw.claim_payment_csv,74,PAY00074,FMT_ID,claim_id,info,normalized,d00072 ,D00072,,2026-09-25 00:16:29.692367+00:00
3031,3,Claim_Payment.csv,raw.claim_payment_csv,74,PAY00074,TYPE_AMOUNT_TEXT,payment_amount,info,normalized,$175.81,175.81,,2026-09-25 00:16:29.692367+00:00
3032,3,Claim_Payment.csv,raw.claim_payment_csv,83,PAY00083,FMT_DATE,processing_start_date,info,normalized,20250531,2025-05-31,,2026-09-25 00:16:29.692367+00:00
3033,3,Claim_Payment.csv,raw.claim_payment_csv,83,PAY00083,FMT_CATEGORY_CASE,decision_outcome,info,normalized,Approved ,approved,,2026-09-25 00:16:29.692367+00:00
3034,3,Claim_Payment.csv,raw.claim_payment_csv,83,PAY00083,TYPE_AMOUNT_TEXT,payment_amount,info,normalized,"$2,820.00",2820.00,,2026-09-25 00:16:29.692367+00:00
3035,3,Claim_Payment.csv,raw.claim_payment_csv,86,PAY00086,FMT_ID,claim_id,info,normalized,h00086 ,H00086,,2026-09-25 00:16:29.692367+00:00
3036,3,Claim_Payment.csv,raw.claim_payment_csv,86,PAY00086,FMT_CATEGORY_CASE,decision_outcome,info,normalized,Approved ,approved,,2026-09-25 00:16:29.692367+00:00
3037,3,Claim_Payment.csv,raw.claim_payment_csv,90,PAY00090,FMT_DATE,processing_start_date,info,normalized,20250710,2025-07-10,,2026-09-25 00:16:29.692367+00:00
3038,3,Claim_Payment.csv,raw.claim_payment_csv,92,PAY00092,TYPE_AMOUNT_TEXT,payment_amount,info,normalized,$177.06,177.06,,2026-09-25 00:16:29.692367+00:00
3039,3,Claim_Payment.csv,raw.claim_payment_csv,96,PAY00096,FMT_DATE,processing_start_date,info,normalized,20250718,2025-07-18,,2026-09-25 00:16:29.692367+00:00
3040,3,Claim_Payment.csv,raw.claim_payment_csv,105,PAY00105,FMT_CATEGORY_CASE,decision_outcome,info,normalized,Approved ,approved,,2026-09-25 00:16:29.692367+00:00
3041,3,Claim_Payment.csv,raw.claim_payment_csv,163,PAY00163,FMT_DATE,processing_start_date,info,normalized,20260131,2026-01-31,,2026-09-25 00:16:29.692367+00:00
3042,3,Claim_Payment.csv,raw.claim_payment_csv,163,PAY00163,TYPE_AMOUNT_TEXT,payment_amount,info,normalized,$244.46,244.46,,2026-09-25 00:16:29.692367+00:00
3043,3,Claim_Payment.csv,raw.claim_payment_csv,199,PAY00001,DUP_EXACT,payment_id,warning,deduplicated,,,,2026-09-25 00:16:29.692367+00:00
3044,3,Claim_Payment.csv,raw.claim_payment_csv,200,PAY00002,DUP_EXACT,payment_id,warning,deduplicated,,,,2026-09-25 00:16:29.692367+00:00
3045,3,Claim_Payment.csv,raw.claim_payment_csv,201,PAY00003,DUP_EXACT,payment_id,warning,deduplicated,,,,2026-09-25 00:16:29.692367+00:00
3046,3,Claim_Payment.csv,raw.claim_payment_csv,202,PAY00004,DUP_EXACT,payment_id,warning,deduplicated,,,,2026-09-25 00:16:29.692367+00:00
3047,3,Claim_Payment.csv,raw.claim_payment_csv,203,PAY00005,DUP_EXACT,payment_id,warning,deduplicated,,,,2026-09-25 00:16:29.692367+00:00
3048,3,Policy_Premium.csv,raw.policy_premium_csv,3,PRM000003,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$161.50 CAD,161.50,,2026-09-25 00:16:29.692367+00:00
3049,3,Policy_Premium.csv,raw.policy_premium_csv,30,PRM000030,INV_DERIVED_STATUS,payment_status,warning,repaired,paid,late,,2026-09-25 00:16:29.692367+00:00
3050,3,Policy_Premium.csv,raw.policy_premium_csv,31,PRM000031,INV_DERIVED_STATUS,payment_status,warning,repaired,paid,late,,2026-09-25 00:16:29.692367+00:00
3051,3,Policy_Premium.csv,raw.policy_premium_csv,32,PRM000032,INV_DERIVED_STATUS,payment_status,warning,repaired,paid,late,,2026-09-25 00:16:29.692367+00:00
3052,3,Policy_Premium.csv,raw.policy_premium_csv,33,PRM000033,INV_DERIVED_STATUS,payment_status,warning,repaired,paid,late,,2026-09-25 00:16:29.692367+00:00
3053,3,Policy_Premium.csv,raw.policy_premium_csv,34,PRM000034,INV_DERIVED_STATUS,payment_status,warning,repaired,paid,late,,2026-09-25 00:16:29.692367+00:00
3054,3,Policy_Premium.csv,raw.policy_premium_csv,45,PRM000045,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3055,3,Policy_Premium.csv,raw.policy_premium_csv,65,PRM000065,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$192.00 CAD,192.00,,2026-09-25 00:16:29.692367+00:00
3056,3,Policy_Premium.csv,raw.policy_premium_csv,160,PRM000160,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$63.00 CAD,63.00,,2026-09-25 00:16:29.692367+00:00
